Key,english,french
dhsBookClassEngiElec,Manuel de classe : Électricien,Manuel de classe : Électricien
dhsBookClassEngiElecDesc,"Devenez Électricien : maîtrisez l'électricité, les pièges et la matraque. La lecture choisit la classe Électricien, débloque son craft signature et octroie quelques points de classe.","Devenez Électricien : maîtrisez l'électricité, les pièges et la matraque. La lecture choisit la classe Électricien, débloque son craft signature et octroie quelques points de classe."
dhsMagEngiElec,Manuel : Électricien,Manuel : Électricien
dhsMagEngiElecDesc,Un magazine de Électricien. Le lire octroie 1 point de classe Électricien à dépenser dans l'arbre Électricien. Utile uniquement à cette classe.,Un magazine de Électricien. Le lire octroie 1 point de classe Électricien à dépenser dans l'arbre Électricien. Utile uniquement à cette classe.
dhsSkillClassEngiElecArmeName,Électricien — Arme,Électricien — Arme
dhsSkillClassEngiElecArmeDesc,Sous-branche Électricien : Arme.,Sous-branche Électricien : Arme.
dhsPerkEngiElecDmgName,Dégâts,Dégâts
dhsPerkEngiElecDmgDesc,Augmente les dégâts de mêlée.,Augmente les dégâts de mêlée.
dhsPerkEngiElecDmgR1,Dégâts,Dégâts
dhsPerkEngiElecDmgR1Long,Niveau 1 : +8 %. Augmente les dégâts de mêlée.,Niveau 1 : +8 %. Augmente les dégâts de mêlée.
dhsPerkEngiElecDmgR2,Dégâts,Dégâts
dhsPerkEngiElecDmgR2Long,Niveau 2 : +16 %. Augmente les dégâts de mêlée.,Niveau 2 : +16 %. Augmente les dégâts de mêlée.
dhsPerkEngiElecDmgR3,Dégâts,Dégâts
dhsPerkEngiElecDmgR3Long,Niveau 3 : +24 %. Augmente les dégâts de mêlée.,Niveau 3 : +24 %. Augmente les dégâts de mêlée.
dhsPerkEngiElecDmgR4,Dégâts,Dégâts
dhsPerkEngiElecDmgR4Long,Niveau 4 : +32 %. Augmente les dégâts de mêlée.,Niveau 4 : +32 %. Augmente les dégâts de mêlée.
dhsPerkEngiElecDmgR5,Dégâts,Dégâts
dhsPerkEngiElecDmgR5Long,Niveau 5 : +40 %. Augmente les dégâts de mêlée.,Niveau 5 : +40 %. Augmente les dégâts de mêlée.
dhsPerkEngiElecHandName,Maniement,Maniement
dhsPerkEngiElecHandDesc,Améliore la prise en main : attaques plus vives.,Améliore la prise en main : attaques plus vives.
dhsPerkEngiElecHandR1,Maniement,Maniement
dhsPerkEngiElecHandR1Long,Niveau 1 : +10 %. Améliore la prise en main : attaques plus vives.,Niveau 1 : +10 %. Améliore la prise en main : attaques plus vives.
dhsPerkEngiElecHandR2,Maniement,Maniement
dhsPerkEngiElecHandR2Long,Niveau 2 : +20 %. Améliore la prise en main : attaques plus vives.,Niveau 2 : +20 %. Améliore la prise en main : attaques plus vives.
dhsPerkEngiElecHandR3,Maniement,Maniement
dhsPerkEngiElecHandR3Long,Niveau 3 : +30 %. Améliore la prise en main : attaques plus vives.,Niveau 3 : +30 %. Améliore la prise en main : attaques plus vives.
dhsPerkEngiElecHandR4,Maniement,Maniement
dhsPerkEngiElecHandR4Long,Niveau 4 : +40 %. Améliore la prise en main : attaques plus vives.,Niveau 4 : +40 %. Améliore la prise en main : attaques plus vives.
dhsPerkEngiElecHandR5,Maniement,Maniement
dhsPerkEngiElecHandR5Long,Niveau 5 : +50 %. Améliore la prise en main : attaques plus vives.,Niveau 5 : +50 %. Améliore la prise en main : attaques plus vives.
dhsPerkEngiElecDismemberName,Brutalité,Brutalité
dhsPerkEngiElecDismemberDesc,Augmente les chances de démembrement.,Augmente les chances de démembrement.
dhsPerkEngiElecDismemberR1,Brutalité,Brutalité
dhsPerkEngiElecDismemberR1Long,Niveau 1 : +5 %. Augmente les chances de démembrement.,Niveau 1 : +5 %. Augmente les chances de démembrement.
dhsPerkEngiElecDismemberR2,Brutalité,Brutalité
dhsPerkEngiElecDismemberR2Long,Niveau 2 : +10 %. Augmente les chances de démembrement.,Niveau 2 : +10 %. Augmente les chances de démembrement.
dhsPerkEngiElecDismemberR3,Brutalité,Brutalité
dhsPerkEngiElecDismemberR3Long,Niveau 3 : +15 %. Augmente les chances de démembrement.,Niveau 3 : +15 %. Augmente les chances de démembrement.
dhsPerkEngiElecDismemberR4,Brutalité,Brutalité
dhsPerkEngiElecDismemberR4Long,Niveau 4 : +20 %. Augmente les chances de démembrement.,Niveau 4 : +20 %. Augmente les chances de démembrement.
dhsPerkEngiElecDismemberR5,Brutalité,Brutalité
dhsPerkEngiElecDismemberR5Long,Niveau 5 : +25 %. Augmente les chances de démembrement.,Niveau 5 : +25 %. Augmente les chances de démembrement.
dhsPerkEngiElecBlockName,Force de frappe,Force de frappe
dhsPerkEngiElecBlockDesc,Augmente les dégâts portés aux blocs et objets.,Augmente les dégâts portés aux blocs et objets.
dhsPerkEngiElecBlockR1,Force de frappe,Force de frappe
dhsPerkEngiElecBlockR1Long,Niveau 1 : +10 %. Augmente les dégâts portés aux blocs et objets.,Niveau 1 : +10 %. Augmente les dégâts portés aux blocs et objets.
dhsPerkEngiElecBlockR2,Force de frappe,Force de frappe
dhsPerkEngiElecBlockR2Long,Niveau 2 : +20 %. Augmente les dégâts portés aux blocs et objets.,Niveau 2 : +20 %. Augmente les dégâts portés aux blocs et objets.
dhsPerkEngiElecBlockR3,Force de frappe,Force de frappe
dhsPerkEngiElecBlockR3Long,Niveau 3 : +30 %. Augmente les dégâts portés aux blocs et objets.,Niveau 3 : +30 %. Augmente les dégâts portés aux blocs et objets.
dhsPerkEngiElecBlockR4,Force de frappe,Force de frappe
dhsPerkEngiElecBlockR4Long,Niveau 4 : +40 %. Augmente les dégâts portés aux blocs et objets.,Niveau 4 : +40 %. Augmente les dégâts portés aux blocs et objets.
dhsPerkEngiElecBlockR5,Force de frappe,Force de frappe
dhsPerkEngiElecBlockR5Long,Niveau 5 : +50 %. Augmente les dégâts portés aux blocs et objets.,Niveau 5 : +50 %. Augmente les dégâts portés aux blocs et objets.
dhsPerkEngiElecPierceName,Perforation,Perforation
dhsPerkEngiElecPierceDesc,Vos coups ignorent davantage l'armure.,Vos coups ignorent davantage l'armure.
dhsPerkEngiElecPierceR1,Perforation,Perforation
dhsPerkEngiElecPierceR1Long,Niveau 1 : -6 %. Vos coups ignorent davantage l'armure.,Niveau 1 : -6 %. Vos coups ignorent davantage l'armure.
dhsPerkEngiElecPierceR2,Perforation,Perforation
dhsPerkEngiElecPierceR2Long,Niveau 2 : -12 %. Vos coups ignorent davantage l'armure.,Niveau 2 : -12 %. Vos coups ignorent davantage l'armure.
dhsPerkEngiElecPierceR3,Perforation,Perforation
dhsPerkEngiElecPierceR3Long,Niveau 3 : -18 %. Vos coups ignorent davantage l'armure.,Niveau 3 : -18 %. Vos coups ignorent davantage l'armure.
dhsPerkEngiElecPierceR4,Perforation,Perforation
dhsPerkEngiElecPierceR4Long,Niveau 4 : -24 %. Vos coups ignorent davantage l'armure.,Niveau 4 : -24 %. Vos coups ignorent davantage l'armure.
dhsPerkEngiElecPierceR5,Perforation,Perforation
dhsPerkEngiElecPierceR5Long,Niveau 5 : -30 %. Vos coups ignorent davantage l'armure.,Niveau 5 : -30 %. Vos coups ignorent davantage l'armure.
dhsPerkEngiElecWStamName,Aisance,Aisance
dhsPerkEngiElecWStamDesc,Réduit l'endurance dépensée en attaquant.,Réduit l'endurance dépensée en attaquant.
dhsPerkEngiElecWStamR1,Aisance,Aisance
dhsPerkEngiElecWStamR1Long,Niveau 1 : -5 %. Réduit l'endurance dépensée en attaquant.,Niveau 1 : -5 %. Réduit l'endurance dépensée en attaquant.
dhsPerkEngiElecWStamR2,Aisance,Aisance
dhsPerkEngiElecWStamR2Long,Niveau 2 : -10 %. Réduit l'endurance dépensée en attaquant.,Niveau 2 : -10 %. Réduit l'endurance dépensée en attaquant.
dhsPerkEngiElecWStamR3,Aisance,Aisance
dhsPerkEngiElecWStamR3Long,Niveau 3 : -15 %. Réduit l'endurance dépensée en attaquant.,Niveau 3 : -15 %. Réduit l'endurance dépensée en attaquant.
dhsPerkEngiElecWStamR4,Aisance,Aisance
dhsPerkEngiElecWStamR4Long,Niveau 4 : -20 %. Réduit l'endurance dépensée en attaquant.,Niveau 4 : -20 %. Réduit l'endurance dépensée en attaquant.
dhsPerkEngiElecWStamR5,Aisance,Aisance
dhsPerkEngiElecWStamR5Long,Niveau 5 : -25 %. Réduit l'endurance dépensée en attaquant.,Niveau 5 : -25 %. Réduit l'endurance dépensée en attaquant.
dhsSkillClassEngiElecMetierName,Électricien — Métier,Électricien — Métier
dhsSkillClassEngiElecMetierDesc,Sous-branche Électricien : Métier.,Sous-branche Électricien : Métier.
dhsPerkEngiElecQualityName,Maîtrise d'artisanat,Maîtrise d'artisanat
dhsPerkEngiElecQualityDesc,Améliore la qualité de ce que vous fabriquez (électricité et pièges).,Améliore la qualité de ce que vous fabriquez (électricité et pièges).
dhsPerkEngiElecQualityR1,Maîtrise d'artisanat,Maîtrise d'artisanat
dhsPerkEngiElecQualityR1Long,Niveau 1 : +1. Améliore la qualité de ce que vous fabriquez (électricité et pièges).,Niveau 1 : +1. Améliore la qualité de ce que vous fabriquez (électricité et pièges).
dhsPerkEngiElecQualityR2,Maîtrise d'artisanat,Maîtrise d'artisanat
dhsPerkEngiElecQualityR2Long,Niveau 2 : +2. Améliore la qualité de ce que vous fabriquez (électricité et pièges).,Niveau 2 : +2. Améliore la qualité de ce que vous fabriquez (électricité et pièges).
dhsPerkEngiElecQualityR3,Maîtrise d'artisanat,Maîtrise d'artisanat
dhsPerkEngiElecQualityR3Long,Niveau 3 : +3. Améliore la qualité de ce que vous fabriquez (électricité et pièges).,Niveau 3 : +3. Améliore la qualité de ce que vous fabriquez (électricité et pièges).
dhsPerkEngiElecQualityR4,Maîtrise d'artisanat,Maîtrise d'artisanat
dhsPerkEngiElecQualityR4Long,Niveau 4 : +4. Améliore la qualité de ce que vous fabriquez (électricité et pièges).,Niveau 4 : +4. Améliore la qualité de ce que vous fabriquez (électricité et pièges).
dhsPerkEngiElecQualityR5,Maîtrise d'artisanat,Maîtrise d'artisanat
dhsPerkEngiElecQualityR5Long,Niveau 5 : +5. Améliore la qualité de ce que vous fabriquez (électricité et pièges).,Niveau 5 : +5. Améliore la qualité de ce que vous fabriquez (électricité et pièges).
dhsPerkEngiElecSpeedName,Production rapide,Production rapide
dhsPerkEngiElecSpeedDesc,Fabrique plus vite (électricité et pièges).,Fabrique plus vite (électricité et pièges).
dhsPerkEngiElecSpeedR1,Production rapide,Production rapide
dhsPerkEngiElecSpeedR1Long,Niveau 1 : -10 %. Fabrique plus vite (électricité et pièges).,Niveau 1 : -10 %. Fabrique plus vite (électricité et pièges).
dhsPerkEngiElecSpeedR2,Production rapide,Production rapide
dhsPerkEngiElecSpeedR2Long,Niveau 2 : -20 %. Fabrique plus vite (électricité et pièges).,Niveau 2 : -20 %. Fabrique plus vite (électricité et pièges).
dhsPerkEngiElecSpeedR3,Production rapide,Production rapide
dhsPerkEngiElecSpeedR3Long,Niveau 3 : -30 %. Fabrique plus vite (électricité et pièges).,Niveau 3 : -30 %. Fabrique plus vite (électricité et pièges).
dhsPerkEngiElecSpeedR4,Production rapide,Production rapide
dhsPerkEngiElecSpeedR4Long,Niveau 4 : -40 %. Fabrique plus vite (électricité et pièges).,Niveau 4 : -40 %. Fabrique plus vite (électricité et pièges).
dhsPerkEngiElecSpeedR5,Production rapide,Production rapide
dhsPerkEngiElecSpeedR5Long,Niveau 5 : -50 %. Fabrique plus vite (électricité et pièges).,Niveau 5 : -50 %. Fabrique plus vite (électricité et pièges).
dhsPerkEngiElecAtelierIName,Atelier : électricité et pièges,Atelier : électricité et pièges
dhsPerkEngiElecAtelierIDesc,Débloque la fabrication de votre spécialité : électricité et pièges.,Débloque la fabrication de votre spécialité : électricité et pièges.
dhsPerkEngiElecAtelierIR1,Atelier : électricité et pièges,Atelier : électricité et pièges
dhsPerkEngiElecAtelierIR1Long,Débloque la fabrication de votre spécialité : électricité et pièges.,Débloque la fabrication de votre spécialité : électricité et pièges.
dhsPerkEngiElecSigCellName,Génie électrique,Génie électrique
dhsPerkEngiElecSigCellDesc,Débloque la fabrication de la Cellule d'énergie renforcée.,Débloque la fabrication de la Cellule d'énergie renforcée.
dhsPerkEngiElecSigCellR1,Génie électrique,Génie électrique
dhsPerkEngiElecSigCellR1Long,Débloque la fabrication de la Cellule d'énergie renforcée.,Débloque la fabrication de la Cellule d'énergie renforcée.
dhsSkillClassEngiElecSpecName,Électricien — Spécialité,Électricien — Spécialité
dhsSkillClassEngiElecSpecDesc,Sous-branche Électricien : Spécialité.,Sous-branche Électricien : Spécialité.
dhsPerkEngiElecDismanName,Démonteur,Démonteur
dhsPerkEngiElecDismanDesc,Récupère plus de composants en démontant.,Récupère plus de composants en démontant.
dhsPerkEngiElecDismanR1,Démonteur,Démonteur
dhsPerkEngiElecDismanR1Long,Niveau 1 : +10 %. Récupère plus de composants en démontant.,Niveau 1 : +10 %. Récupère plus de composants en démontant.
dhsPerkEngiElecDismanR2,Démonteur,Démonteur
dhsPerkEngiElecDismanR2Long,Niveau 2 : +20 %. Récupère plus de composants en démontant.,Niveau 2 : +20 %. Récupère plus de composants en démontant.
dhsPerkEngiElecDismanR3,Démonteur,Démonteur
dhsPerkEngiElecDismanR3Long,Niveau 3 : +30 %. Récupère plus de composants en démontant.,Niveau 3 : +30 %. Récupère plus de composants en démontant.
dhsPerkEngiElecDismanR4,Démonteur,Démonteur
dhsPerkEngiElecDismanR4Long,Niveau 4 : +40 %. Récupère plus de composants en démontant.,Niveau 4 : +40 %. Récupère plus de composants en démontant.
dhsPerkEngiElecDismanR5,Démonteur,Démonteur
dhsPerkEngiElecDismanR5Long,Niveau 5 : +50 %. Récupère plus de composants en démontant.,Niveau 5 : +50 %. Récupère plus de composants en démontant.
dhsPerkEngiElecInsulName,Isolation électrique,Isolation électrique
dhsPerkEngiElecInsulDesc,Réduit fortement les dégâts élémentaires subis.,Réduit fortement les dégâts élémentaires subis.
dhsPerkEngiElecInsulR1,Isolation électrique,Isolation électrique
dhsPerkEngiElecInsulR1Long,Niveau 1 : +3. Réduit fortement les dégâts élémentaires subis.,Niveau 1 : +3. Réduit fortement les dégâts élémentaires subis.
dhsPerkEngiElecInsulR2,Isolation électrique,Isolation électrique
dhsPerkEngiElecInsulR2Long,Niveau 2 : +6. Réduit fortement les dégâts élémentaires subis.,Niveau 2 : +6. Réduit fortement les dégâts élémentaires subis.
dhsPerkEngiElecInsulR3,Isolation électrique,Isolation électrique
dhsPerkEngiElecInsulR3Long,Niveau 3 : +9. Réduit fortement les dégâts élémentaires subis.,Niveau 3 : +9. Réduit fortement les dégâts élémentaires subis.
dhsPerkEngiElecInsulR4,Isolation électrique,Isolation électrique
dhsPerkEngiElecInsulR4Long,Niveau 4 : +12. Réduit fortement les dégâts élémentaires subis.,Niveau 4 : +12. Réduit fortement les dégâts élémentaires subis.
dhsPerkEngiElecInsulR5,Isolation électrique,Isolation électrique
dhsPerkEngiElecInsulR5Long,Niveau 5 : +15. Réduit fortement les dégâts élémentaires subis.,Niveau 5 : +15. Réduit fortement les dégâts élémentaires subis.
dhsPerkEngiElecTrapName,Maître des pièges,Maître des pièges
dhsPerkEngiElecTrapDesc,Réduit les dégâts subis de vos propres pièges.,Réduit les dégâts subis de vos propres pièges.
dhsPerkEngiElecTrapR1,Maître des pièges,Maître des pièges
dhsPerkEngiElecTrapR1Long,Niveau 1 : -10 %. Réduit les dégâts subis de vos propres pièges.,Niveau 1 : -10 %. Réduit les dégâts subis de vos propres pièges.
dhsPerkEngiElecTrapR2,Maître des pièges,Maître des pièges
dhsPerkEngiElecTrapR2Long,Niveau 2 : -20 %. Réduit les dégâts subis de vos propres pièges.,Niveau 2 : -20 %. Réduit les dégâts subis de vos propres pièges.
dhsPerkEngiElecTrapR3,Maître des pièges,Maître des pièges
dhsPerkEngiElecTrapR3Long,Niveau 3 : -30 %. Réduit les dégâts subis de vos propres pièges.,Niveau 3 : -30 %. Réduit les dégâts subis de vos propres pièges.
dhsPerkEngiElecTrapR4,Maître des pièges,Maître des pièges
dhsPerkEngiElecTrapR4Long,Niveau 4 : -40 %. Réduit les dégâts subis de vos propres pièges.,Niveau 4 : -40 %. Réduit les dégâts subis de vos propres pièges.
dhsPerkEngiElecTrapR5,Maître des pièges,Maître des pièges
dhsPerkEngiElecTrapR5Long,Niveau 5 : -50 %. Réduit les dégâts subis de vos propres pièges.,Niveau 5 : -50 %. Réduit les dégâts subis de vos propres pièges.
dhsPerkEngiElecLightName,Œil dans le noir,Œil dans le noir
dhsPerkEngiElecLightDesc,Améliore la qualité du butin trouvé.,Améliore la qualité du butin trouvé.
dhsPerkEngiElecLightR1,Œil dans le noir,Œil dans le noir
dhsPerkEngiElecLightR1Long,Niveau 1 : +4 %. Améliore la qualité du butin trouvé.,Niveau 1 : +4 %. Améliore la qualité du butin trouvé.
dhsPerkEngiElecLightR2,Œil dans le noir,Œil dans le noir
dhsPerkEngiElecLightR2Long,Niveau 2 : +8 %. Améliore la qualité du butin trouvé.,Niveau 2 : +8 %. Améliore la qualité du butin trouvé.
dhsPerkEngiElecLightR3,Œil dans le noir,Œil dans le noir
dhsPerkEngiElecLightR3Long,Niveau 3 : +12 %. Améliore la qualité du butin trouvé.,Niveau 3 : +12 %. Améliore la qualité du butin trouvé.
dhsPerkEngiElecLightR4,Œil dans le noir,Œil dans le noir
dhsPerkEngiElecLightR4Long,Niveau 4 : +16 %. Améliore la qualité du butin trouvé.,Niveau 4 : +16 %. Améliore la qualité du butin trouvé.
dhsPerkEngiElecLightR5,Œil dans le noir,Œil dans le noir
dhsPerkEngiElecLightR5Long,Niveau 5 : +20 %. Améliore la qualité du butin trouvé.,Niveau 5 : +20 %. Améliore la qualité du butin trouvé.
dhsPerkEngiElecQuietName,Discrétion électronique,Discrétion électronique
dhsPerkEngiElecQuietDesc,Réduit le bruit que vous faites.,Réduit le bruit que vous faites.
dhsPerkEngiElecQuietR1,Discrétion électronique,Discrétion électronique
dhsPerkEngiElecQuietR1Long,Niveau 1 : -4 %. Réduit le bruit que vous faites.,Niveau 1 : -4 %. Réduit le bruit que vous faites.
dhsPerkEngiElecQuietR2,Discrétion électronique,Discrétion électronique
dhsPerkEngiElecQuietR2Long,Niveau 2 : -8 %. Réduit le bruit que vous faites.,Niveau 2 : -8 %. Réduit le bruit que vous faites.
dhsPerkEngiElecQuietR3,Discrétion électronique,Discrétion électronique
dhsPerkEngiElecQuietR3Long,Niveau 3 : -12 %. Réduit le bruit que vous faites.,Niveau 3 : -12 %. Réduit le bruit que vous faites.
dhsPerkEngiElecQuietR4,Discrétion électronique,Discrétion électronique
dhsPerkEngiElecQuietR4Long,Niveau 4 : -16 %. Réduit le bruit que vous faites.,Niveau 4 : -16 %. Réduit le bruit que vous faites.
dhsPerkEngiElecQuietR5,Discrétion électronique,Discrétion électronique
dhsPerkEngiElecQuietR5Long,Niveau 5 : -20 %. Réduit le bruit que vous faites.,Niveau 5 : -20 %. Réduit le bruit que vous faites.
